name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,6608338,55473277391590,55473283999928
mov eax ebx                ,16714,55473285722058,55473285738772
nop                        ,16714,55473287381540,55473287398254
rdmsr 0x611                ,38275583,55473289081514,55473327357097
rdmsr 0x639                ,42159927,55473327400703,55473369560630
rdmsr 0x641                ,39796103,55473369616839,55473409412942
rdmsr 0x619                ,27203283,55473409440102,55473436643385
rdmsr 0x19C                ,23826220,55473436661970,55473460488190
rdmsr 0x17                 ,24340747,55473460505649,55473484846396
sys_call_overhead_proc_read,66672835
sys_call_overhead_sys_read ,136348339
