name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13258329,44699377366143,44699390624472
mov eax ebx                ,31349,44699394425048,44699394456397
nop                        ,31347,44699397940012,44699397971359
rdmsr 0x611                ,56918364,44699401438719,44699458357083
rdmsr 0x639                ,53847046,44699458500477,44699512347523
rdmsr 0x641                ,31282245,44699512416645,44699543698890
rdmsr 0x619                ,23189379,44699543774090,44699566963469
rdmsr 0x19C                ,24046915,44699567034528,44699591081443
rdmsr 0x17                 ,29762599,44699591126775,44699620889374
sys_call_overhead_proc_read,89148466
sys_call_overhead_sys_read ,154781788
