name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13113877,23598922737066,23598935850943
mov eax ebx                ,31346,23598939058184,23598939089530
nop                        ,31352,23598942243893,23598942275245
rdmsr 0x611                ,56862548,23598945471184,23599002333732
rdmsr 0x639                ,52773089,23599002442596,23599055215685
rdmsr 0x641                ,30617733,23599055268399,23599085886132
rdmsr 0x619                ,23598121,23599085907078,23599109505199
rdmsr 0x19C                ,23117535,23599109526284,23599132643819
rdmsr 0x17                 ,23411216,23599132667974,23599156079190
sys_call_overhead_proc_read,65223509
sys_call_overhead_sys_read ,141828024
