name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,6150953,33209710246633,33209716397586
mov eax ebx                ,27601,33209718127927,33209718155528
nop                        ,27607,33209719610899,33209719638506
rdmsr 0x611                ,26010392,33209721214725,33209747225117
rdmsr 0x639                ,25749978,33209747296460,33209773046438
rdmsr 0x641                ,24268366,33209773081697,33209797350063
rdmsr 0x619                ,24164345,33209797383361,33209821547706
rdmsr 0x19C                ,24367232,33209821582193,33209845949425
rdmsr 0x17                 ,25142180,33209846053712,33209871195892
sys_call_overhead_proc_read,66118491
sys_call_overhead_sys_read ,140257734
