name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,5933365,53998895342062,53998901275427
mov eax ebx                ,12862,53998902523199,53998902536061
nop                        ,12861,53998903731945,53998903744806
rdmsr 0x611                ,24470109,53998904834217,53998929304326
rdmsr 0x639                ,24276585,53998929438579,53998953715164
rdmsr 0x641                ,24296208,53998953754317,53998978050525
rdmsr 0x619                ,24254428,53998978110548,53999002364976
rdmsr 0x19C                ,24221011,53999002400282,53999026621293
rdmsr 0x17                 ,24547762,53999026654670,53999051202432
sys_call_overhead_proc_read,68064986
sys_call_overhead_sys_read ,139856094
