name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,6347095,55857132628204,55857138975299
mov eax ebx                ,15674,55857140615192,55857140630866
nop                        ,15670,55857142150498,55857142166168
rdmsr 0x611                ,36537642,55857143735024,55857180272666
rdmsr 0x639                ,44443391,55857180352065,55857224795456
rdmsr 0x641                ,43132088,55857224834830,55857267966918
rdmsr 0x619                ,29194219,55857267998346,55857297192565
rdmsr 0x19C                ,24755485,55857297224391,55857321979876
rdmsr 0x17                 ,25310168,55857321998849,55857347309017
sys_call_overhead_proc_read,66931763
sys_call_overhead_sys_read ,142701560
