name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,7156105,37641205327925,37641212484030
mov eax ebx                ,13194,37641213850418,37641213863612
nop                        ,13202,37641215152438,37641215165640
rdmsr 0x611                ,27013967,37641216507147,37641243521114
rdmsr 0x639                ,33150508,37641243553005,37641276703513
rdmsr 0x641                ,33445454,37641276762703,37641310208157
rdmsr 0x619                ,32651158,37641310256848,37641342908006
rdmsr 0x19C                ,25120786,37641342959061,37641368079847
rdmsr 0x17                 ,22623721,37641368098375,37641390722096
sys_call_overhead_proc_read,72543236
sys_call_overhead_sys_read ,136037832
