name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13100494,22458402559221,22458415659715
mov eax ebx                ,31352,22458418904683,22458418936035
nop                        ,31341,22458422043732,22458422075073
rdmsr 0x611                ,55719128,22458425254947,22458480974075
rdmsr 0x639                ,51659663,22458481085808,22458532745471
rdmsr 0x641                ,30041610,22458532778427,22458562820037
rdmsr 0x619                ,24388713,22458562840777,22458587229490
rdmsr 0x19C                ,24420916,22458587249578,22458611670494
rdmsr 0x17                 ,24746388,22458611690128,22458636436516
sys_call_overhead_proc_read,71253024
sys_call_overhead_sys_read ,140984417
