name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13149112,39848194357616,39848207506728
mov eax ebx                ,31362,39848210619555,39848210650917
nop                        ,31349,39848213799499,39848213830848
rdmsr 0x611                ,52903584,39848217019245,39848269922829
rdmsr 0x639                ,54118590,39848270069599,39848324188189
rdmsr 0x641                ,37385988,39848324251037,39848361637025
rdmsr 0x619                ,24556195,39848361665340,39848386221535
rdmsr 0x19C                ,22519042,39848386242964,39848408762006
rdmsr 0x17                 ,22617685,39848408782902,39848431400587
sys_call_overhead_proc_read,66446899
sys_call_overhead_sys_read ,142433610
