name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,12200709,43967820980823,43967833181532
mov eax ebx                ,31370,43967836311573,43967836342943
nop                        ,31354,43967839346377,43967839377731
rdmsr 0x611                ,55715636,43967842523914,43967898239550
rdmsr 0x639                ,54077284,43967898362732,43967952440016
rdmsr 0x641                ,31995076,43967952485611,43967984480687
rdmsr 0x619                ,24414945,43967984506661,43968008921606
rdmsr 0x19C                ,24541292,43968008949114,43968033490406
rdmsr 0x17                 ,24790198,43968033510831,43968058301029
sys_call_overhead_proc_read,68775411
sys_call_overhead_sys_read ,141296379
