name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13231251,56588606205815,56588619437066
mov eax ebx                ,31353,56588622905141,56588622936494
nop                        ,31346,56588626548577,56588626579923
rdmsr 0x611                ,55732861,56588630261695,56588685994556
rdmsr 0x639                ,53982984,56588686135851,56588740118835
rdmsr 0x641                ,35582854,56588740230483,56588775813337
rdmsr 0x619                ,49119551,56588775915657,56588825035208
rdmsr 0x19C                ,55621892,56588825211026,56588880832918
rdmsr 0x17                 ,56960704,56588880980856,56588937941560
sys_call_overhead_proc_read,88347221
sys_call_overhead_sys_read ,158672793
