name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13167597,52515913480552,52515926648149
mov eax ebx                ,39243,52515929987061,52515930026304
nop                        ,31348,52515933107243,52515933138591
rdmsr 0x611                ,54220968,52515936292768,52515990513736
rdmsr 0x639                ,54166695,52515990569171,52516044735866
rdmsr 0x641                ,37683690,52516044810373,52516082494063
rdmsr 0x619                ,24727659,52516082516638,52516107244297
rdmsr 0x19C                ,23209024,52516107266834,52516130475858
rdmsr 0x17                 ,23401246,52516130493127,52516153894373
sys_call_overhead_proc_read,64780597
sys_call_overhead_sys_read ,133447968
