name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13167942,23230029767406,23230042935348
mov eax ebx                ,31362,23230046097153,23230046128515
nop                        ,31336,23230049147934,23230049179270
rdmsr 0x611                ,56701612,23230052332129,23230109033741
rdmsr 0x639                ,56065088,23230109140847,23230165205935
rdmsr 0x641                ,34134241,23230165272866,23230199407107
rdmsr 0x619                ,24915004,23230199428753,23230224343757
rdmsr 0x19C                ,24947042,23230224362129,23230249309171
rdmsr 0x17                 ,25162755,23230249332493,23230274495248
sys_call_overhead_proc_read,66521291
sys_call_overhead_sys_read ,150338249
