name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13280589,23972809898608,23972823179197
mov eax ebx                ,31355,23972826560981,23972826592336
nop                        ,31337,23972829903448,23972829934785
rdmsr 0x611                ,56091285,23972833148761,23972889240046
rdmsr 0x639                ,45847101,23972889357112,23972935204213
rdmsr 0x641                ,27258248,23972935262890,23972962521138
rdmsr 0x619                ,23297396,23972962591553,23972985888949
rdmsr 0x19C                ,23222492,23972985929620,23973009152112
rdmsr 0x17                 ,23706926,23973009204629,23973032911555
sys_call_overhead_proc_read,77780376
sys_call_overhead_sys_read ,164947204
