name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13183667,50642358145128,50642371328795
mov eax ebx                ,31348,50642374953969,50642374985317
nop                        ,31337,50642378186974,50642378218311
rdmsr 0x611                ,56895585,50642381665704,50642438561289
rdmsr 0x639                ,54127819,50642438685370,50642492813189
rdmsr 0x641                ,37390471,50642492913698,50642530304169
rdmsr 0x619                ,42439279,50642530381818,50642572821097
rdmsr 0x19C                ,43134784,50642572936379,50642616071163
rdmsr 0x17                 ,53640489,50642616175262,50642669815751
sys_call_overhead_proc_read,91052998
sys_call_overhead_sys_read ,154484136
