name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13079000,38394039739411,38394052818411
mov eax ebx                ,31363,38394056087080,38394056118443
nop                        ,31342,38394059243289,38394059274631
rdmsr 0x611                ,56615447,38394062478953,38394119094400
rdmsr 0x639                ,54910263,38394119149821,38394174060084
rdmsr 0x641                ,32607520,38394174100625,38394206708145
rdmsr 0x619                ,24019401,38394206728546,38394230747947
rdmsr 0x19C                ,23086212,38394230765116,38394253851328
rdmsr 0x17                 ,23386092,38394253868279,38394277254371
sys_call_overhead_proc_read,77376635
sys_call_overhead_sys_read ,151620509
