name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13127853,28383380365518,28383393493371
mov eax ebx                ,31351,28383396844752,28383396876103
nop                        ,31347,28383400016388,28383400047735
rdmsr 0x611                ,57537525,28383404262723,28383461800248
rdmsr 0x639                ,57345072,28383462072931,28383519418003
rdmsr 0x641                ,35444036,28383519607074,28383555051110
rdmsr 0x619                ,29379822,28383555076536,28383584456358
rdmsr 0x19C                ,24814375,28383584477620,28383609291995
rdmsr 0x17                 ,27816179,28383609311700,28383637127879
sys_call_overhead_proc_read,71150233
sys_call_overhead_sys_read ,138880948
