name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13033905,25064360205318,25064373239223
mov eax ebx                ,31350,25064376523677,25064376555027
nop                        ,31346,25064379652316,25064379683662
rdmsr 0x611                ,53020954,25064382860135,25064435881089
rdmsr 0x639                ,53135238,25064435993574,25064489128812
rdmsr 0x641                ,32453022,25064489194718,25064521647740
rdmsr 0x619                ,23504983,25064521673225,25064545178208
rdmsr 0x19C                ,22648317,25064545199620,25064567847937
rdmsr 0x17                 ,22968646,25064567869818,25064590838464
sys_call_overhead_proc_read,66133585
sys_call_overhead_sys_read ,143311104
