name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,6373447,40597805061970,40597811435417
mov eax ebx                ,12229,40597812798769,40597812810998
nop                        ,12233,40597814140551,40597814152784
rdmsr 0x611                ,25374890,40597815505803,40597840880693
rdmsr 0x639                ,29805837,40597840946622,40597870752459
rdmsr 0x641                ,29809061,40597870784777,40597900593838
rdmsr 0x619                ,29697169,40597900663034,40597930360203
rdmsr 0x19C                ,24679299,40597930399325,40597955078624
rdmsr 0x17                 ,23736462,40597955097269,40597978833731
sys_call_overhead_proc_read,67522804
sys_call_overhead_sys_read ,134312714
