name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13144729,40210284144957,40210297289686
mov eax ebx                ,31351,40210300411964,40210300443315
nop                        ,31337,40210303719241,40210303750578
rdmsr 0x611                ,56007758,40210306933711,40210362941469
rdmsr 0x639                ,54385307,40210363010017,40210417395324
rdmsr 0x641                ,32462548,40210417442269,40210449904817
rdmsr 0x619                ,24750082,40210449926362,40210474676444
rdmsr 0x19C                ,25076905,40210474694498,40210499771403
rdmsr 0x17                 ,25499640,40210499789474,40210525289114
sys_call_overhead_proc_read,69935561
sys_call_overhead_sys_read ,139626944
