name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13069774,46153191296368,46153204366142
mov eax ebx                ,31352,46153207574040,46153207605392
nop                        ,31359,46153210668147,46153210699506
rdmsr 0x611                ,56712244,46153213830129,46153270542373
rdmsr 0x639                ,51252791,46153270638789,46153321891580
rdmsr 0x641                ,29596116,46153321926087,46153351522203
rdmsr 0x619                ,24447590,46153351540286,46153375987876
rdmsr 0x19C                ,24773021,46153376009005,46153400782026
rdmsr 0x17                 ,25029664,46153400798816,46153425828480
sys_call_overhead_proc_read,66349414
sys_call_overhead_sys_read ,138902888
