name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13084015,43196381353573,43196394437588
mov eax ebx                ,31351,43196397610085,43196397641436
nop                        ,31351,43196400707876,43196400739227
rdmsr 0x611                ,53913318,43196404060277,43196457973595
rdmsr 0x639                ,52495045,43196458082613,43196510577658
rdmsr 0x641                ,31450695,43196510618654,43196542069349
rdmsr 0x619                ,23997577,43196542091491,43196566089068
rdmsr 0x19C                ,24190732,43196566107748,43196590298480
rdmsr 0x17                 ,24485316,43196590317303,43196614802619
sys_call_overhead_proc_read,69258763
sys_call_overhead_sys_read ,144705283
