name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,10286944,32111664782790,32111675069734
mov eax ebx                ,27872,32111677961328,32111677989200
nop                        ,27865,32111680710521,32111680738386
rdmsr 0x611                ,56953324,32111683739628,32111740692952
rdmsr 0x639                ,56807840,32111740891612,32111797699452
rdmsr 0x641                ,36154808,32111797780773,32111833935581
rdmsr 0x619                ,25193542,32111833960116,32111859153658
rdmsr 0x19C                ,24557572,32111859173270,32111883730842
rdmsr 0x17                 ,24851866,32111883748994,32111908600860
sys_call_overhead_proc_read,74685186
sys_call_overhead_sys_read ,147032131
