name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13244051,30978137910957,30978151155008
mov eax ebx                ,31350,30978154410697,30978154442047
nop                        ,31349,30978157543544,30978157574893
rdmsr 0x611                ,56001429,30978160748156,30978216749585
rdmsr 0x639                ,46321351,30978216818808,30978263140159
rdmsr 0x641                ,27405650,30978263173483,30978290579133
rdmsr 0x619                ,24286472,30978290601322,30978314887794
rdmsr 0x19C                ,24594832,30978314908092,30978339502924
rdmsr 0x17                 ,24874909,30978339522974,30978364397883
sys_call_overhead_proc_read,68086644
sys_call_overhead_sys_read ,140145452
