name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13196669,36529246049126,36529259245795
mov eax ebx                ,31350,36529262470249,36529262501599
nop                        ,31348,36529265582432,36529265613780
rdmsr 0x611                ,53874528,36529268771297,36529322645825
rdmsr 0x639                ,54188050,36529322745146,36529376933196
rdmsr 0x641                ,38175200,36529377021354,36529415196554
rdmsr 0x619                ,24798553,36529415222093,36529440020646
rdmsr 0x19C                ,22248933,36529440044621,36529462293554
rdmsr 0x17                 ,22515962,36529462311146,36529484827108
sys_call_overhead_proc_read,64035763
sys_call_overhead_sys_read ,134248810
