name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13043466,35437233697440,35437246740906
mov eax ebx                ,31392,35437250048933,35437250080325
nop                        ,31342,35437253240882,35437253272224
rdmsr 0x611                ,54298937,35437256440259,35437310739196
rdmsr 0x639                ,53765061,35437310836436,35437364601497
rdmsr 0x641                ,36886347,35437364684237,35437401570584
rdmsr 0x619                ,24499471,35437401595827,35437426095298
rdmsr 0x19C                ,22301758,35437426113565,35437448415323
rdmsr 0x17                 ,22447493,35437448438704,35437470886197
sys_call_overhead_proc_read,66161263
sys_call_overhead_sys_read ,135875276
