name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13508930,45791072544172,45791086053102
mov eax ebx                ,31350,45791089160323,45791089191673
nop                        ,31343,45791092301015,45791092332358
rdmsr 0x611                ,53921083,45791095483660,45791149404743
rdmsr 0x639                ,52778186,45791149501034,45791202279220
rdmsr 0x641                ,31737858,45791202329133,45791234066991
rdmsr 0x619                ,23679711,45791234089721,45791257769432
rdmsr 0x19C                ,23290288,45791257789802,45791281080090
rdmsr 0x17                 ,24050637,45791281113982,45791305164619
sys_call_overhead_proc_read,76691211
sys_call_overhead_sys_read ,142647325
