name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,6090380,21371495255122,21371501345502
mov eax ebx                ,26884,21371506200329,21371506227213
nop                        ,26743,21371510241603,21371510268346
rdmsr 0x611                ,25144385,21371513161581,21371538305966
rdmsr 0x639                ,22643729,21371549499422,21371572143151
rdmsr 0x641                ,22573511,21371572176583,21371594750094
rdmsr 0x619                ,22746678,21371594783331,21371617530009
rdmsr 0x19C                ,22602193,21371617564727,21371640166920
rdmsr 0x17                 ,23207136,21371640199534,21371663406670
sys_call_overhead_proc_read,67223855
sys_call_overhead_sys_read ,138285029
