name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13286970,47656188760083,47656202047053
mov eax ebx                ,31366,47656205545974,47656205577340
nop                        ,31372,47656209041423,47656209072795
rdmsr 0x611                ,53294079,47656212380852,47656265674931
rdmsr 0x639                ,43386551,47656265862930,47656309249481
rdmsr 0x641                ,31133006,47656309338605,47656340471611
rdmsr 0x619                ,39261117,47656340563820,47656379824937
rdmsr 0x19C                ,52882686,47656379967100,47656432849786
rdmsr 0x17                 ,53402778,47656432994736,47656486397514
sys_call_overhead_proc_read,87279678
sys_call_overhead_sys_read ,149181748
