name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,5584283,46924682350111,46924687934394
mov eax ebx                ,13201,46924689360118,46924689373319
nop                        ,13195,46924690692456,46924690705651
rdmsr 0x611                ,25995130,46924692083045,46924718078175
rdmsr 0x639                ,29893653,46924718148645,46924748042298
rdmsr 0x641                ,29890856,46924748074926,46924777965782
rdmsr 0x619                ,29722522,46924777995982,46924807718504
rdmsr 0x19C                ,24268699,46924807754299,46924832022998
rdmsr 0x17                 ,23335529,46924832044139,46924855379668
sys_call_overhead_proc_read,71782648
sys_call_overhead_sys_read ,139696082
