name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13088045,33934513825863,33934526913908
mov eax ebx                ,31364,33934530200395,33934530231759
nop                        ,31339,33934533324712,33934533356051
rdmsr 0x611                ,56658963,33934536654978,33934593313941
rdmsr 0x639                ,50541172,33934593371617,33934643912789
rdmsr 0x641                ,29210284,33934643946123,33934673156407
rdmsr 0x619                ,24426559,33934673176848,33934697603407
rdmsr 0x19C                ,24635572,33934697621355,33934722256927
rdmsr 0x17                 ,24967130,33934722275017,33934747242147
sys_call_overhead_proc_read,66987811
sys_call_overhead_sys_read ,139050573
