name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,7376116,43583880315046,43583887691162
mov eax ebx                ,17020,43583888992337,43583889009357
nop                        ,13194,43583890341023,43583890354217
rdmsr 0x611                ,25832078,43583891697843,43583917529921
rdmsr 0x639                ,32459046,43583917565325,43583950024371
rdmsr 0x641                ,33388023,43583950073308,43583983461331
rdmsr 0x619                ,33374109,43583983521761,43584016895870
rdmsr 0x19C                ,26346589,43584016925577,43584043272166
rdmsr 0x17                 ,24053257,43584043301701,43584067354958
sys_call_overhead_proc_read,77415434
sys_call_overhead_sys_read ,141794899
