name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13199881,53268743344809,53268756544690
mov eax ebx                ,31353,53268759833413,53268759864766
nop                        ,31342,53268763209414,53268763240756
rdmsr 0x611                ,56879347,53268766477297,53268823356644
rdmsr 0x639                ,55935397,53268823416995,53268879352392
rdmsr 0x641                ,33964181,53268879425657,53268913389838
rdmsr 0x619                ,24284298,53268913411808,53268937696106
rdmsr 0x19C                ,23215453,53268937713764,53268960929217
rdmsr 0x17                 ,23482516,53268960952735,53268984435251
sys_call_overhead_proc_read,64826028
sys_call_overhead_sys_read ,157083712
