name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13235229,54723688268801,54723701504030
mov eax ebx                ,31355,54723704623633,54723704654988
nop                        ,31343,54723707666977,54723707698320
rdmsr 0x611                ,54479947,54723710966553,54723765446500
rdmsr 0x639                ,51077726,54723765549295,54723816627021
rdmsr 0x641                ,30086850,54723816663335,54723846750185
rdmsr 0x619                ,23670183,54723846771938,54723870442121
rdmsr 0x19C                ,23808455,54723870459807,54723894268262
rdmsr 0x17                 ,23695029,54723894314655,54723918009684
sys_call_overhead_proc_read,67528870
sys_call_overhead_sys_read ,140169459
