name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13102202,52128219374297,52128232476499
mov eax ebx                ,31350,52128235654463,52128235685813
nop                        ,31351,52128238729821,52128238761172
rdmsr 0x611                ,56678026,52128241935095,52128298613121
rdmsr 0x639                ,54559873,52128298840179,52128353400052
rdmsr 0x641                ,31640684,52128353461017,52128385101701
rdmsr 0x619                ,24678199,52128385135580,52128409813779
rdmsr 0x19C                ,24682388,52128409832399,52128434514787
rdmsr 0x17                 ,24946547,52128434532548,52128459479095
sys_call_overhead_proc_read,80476083
sys_call_overhead_sys_read ,160068507
