name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13076705,38756859248463,38756872325168
mov eax ebx                ,31349,38756875809418,38756875840767
nop                        ,31357,38756879315114,38756879346471
rdmsr 0x611                ,53323148,38756882572567,38756935895715
rdmsr 0x639                ,50886767,38756936020997,38756986907764
rdmsr 0x641                ,36115441,38756987106037,38757023221478
rdmsr 0x619                ,52394367,38757023324976,38757075719343
rdmsr 0x19C                ,52884432,38757075863249,38757128747681
rdmsr 0x17                 ,53675899,38757128883432,38757182559331
sys_call_overhead_proc_read,77247105
sys_call_overhead_sys_read ,159797207
