name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,6769586,36166741739827,36166748509413
mov eax ebx                ,30041,36166750120634,36166750150675
nop                        ,30046,36166751707502,36166751737548
rdmsr 0x611                ,26548747,36166753404459,36166779953206
rdmsr 0x639                ,25325776,36166780061157,36166805386933
rdmsr 0x641                ,23075328,36166805418907,36166828494235
rdmsr 0x619                ,22993551,36166828532663,36166851526214
rdmsr 0x19C                ,22950280,36166851561465,36166874511745
rdmsr 0x17                 ,23236041,36166874549649,36166897785690
sys_call_overhead_proc_read,68057559
sys_call_overhead_sys_read ,140053352
