name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13097180,26198106465810,26198119562990
mov eax ebx                ,31350,26198122761096,26198122792446
nop                        ,31348,26198125867916,26198125899264
rdmsr 0x611                ,56817008,26198129063876,26198185880884
rdmsr 0x639                ,55892829,26198185979654,26198241872483
rdmsr 0x641                ,34170105,26198241941364,26198276111469
rdmsr 0x619                ,24672840,26198276133398,26198300806238
rdmsr 0x19C                ,24537177,26198300830374,26198325367551
rdmsr 0x17                 ,24790691,26198325384717,26198350175408
sys_call_overhead_proc_read,66611974
sys_call_overhead_sys_read ,151579550
