name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,6522379,45066238488116,45066245010495
mov eax ebx                ,29185,45066250285032,45066250314217
nop                        ,29189,45066251881918,45066251911107
rdmsr 0x611                ,27306207,45066253514382,45066280820589
rdmsr 0x639                ,25846534,45066280902130,45066306748664
rdmsr 0x641                ,24692416,45066306786513,45066331478929
rdmsr 0x619                ,24486721,45066331512993,45066355999714
rdmsr 0x19C                ,24518510,45066356067294,45066380585804
rdmsr 0x17                 ,24830804,45066380619072,45066405449876
sys_call_overhead_proc_read,65937410
sys_call_overhead_sys_read ,138743307
