name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13196928,16161960218455,16161973415383
mov eax ebx                ,31351,16161976550150,16161976581501
nop                        ,31348,16161979613263,16161979644611
rdmsr 0x611                ,56838259,16161982795341,16162039633600
rdmsr 0x639                ,54498059,16162039831264,16162094329323
rdmsr 0x641                ,31595472,16162094367600,16162125963072
rdmsr 0x619                ,24791953,16162125983844,16162150775797
rdmsr 0x19C                ,24923055,16162150793818,16162175716873
rdmsr 0x17                 ,25065388,16162175734875,16162200800263
sys_call_overhead_proc_read,74517530
sys_call_overhead_sys_read ,151859242
