name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13158353,20641175504621,20641188662974
mov eax ebx                ,31349,20641192078027,20641192109376
nop                        ,31347,20641195251130,20641195282477
rdmsr 0x611                ,56005209,20641198476023,20641254481232
rdmsr 0x639                ,55610697,20641254586280,20641310196977
rdmsr 0x641                ,35327155,20641310276084,20641345603239
rdmsr 0x619                ,24437787,20641345627611,20641370065398
rdmsr 0x19C                ,23002737,20641370089942,20641393092679
rdmsr 0x17                 ,23230628,20641393113743,20641416344371
sys_call_overhead_proc_read,66581129
sys_call_overhead_sys_read ,135949039
