name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,12936452,25814093470103,25814106406555
mov eax ebx                ,31351,25814109631578,25814109662929
nop                        ,31341,25814112705016,25814112736357
rdmsr 0x611                ,53219859,25814115887645,25814169107504
rdmsr 0x639                ,52910780,25814169230118,25814222140898
rdmsr 0x641                ,41498941,25814222203606,25814263702547
rdmsr 0x619                ,25540539,25814263740291,25814289280830
rdmsr 0x19C                ,22401392,25814289300049,25814311701441
rdmsr 0x17                 ,22711751,25814311719216,25814334430967
sys_call_overhead_proc_read,71710220
sys_call_overhead_sys_read ,135499213
