name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,6565018,51038720848255,51038727413273
mov eax ebx                ,29184,51038743282991,51038743312175
nop                        ,29188,51038744913006,51038744942194
rdmsr 0x611                ,26826017,51038748246608,51038775072625
rdmsr 0x639                ,24353065,51038775136935,51038799490000
rdmsr 0x641                ,24503122,51038799525420,51038824028542
rdmsr 0x619                ,25061885,51038824074947,51038849136832
rdmsr 0x19C                ,24230243,51038849250795,51038873481038
rdmsr 0x17                 ,24605576,51038873522105,51038898127681
sys_call_overhead_proc_read,67320010
sys_call_overhead_sys_read ,139332824
