name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13085723,21734008617937,21734021703660
mov eax ebx                ,31353,21734024900679,21734024932032
nop                        ,31350,21734028066236,21734028097586
rdmsr 0x611                ,52918067,21734031286712,21734084204779
rdmsr 0x639                ,52880012,21734084266948,21734137146960
rdmsr 0x641                ,37008207,21734137230556,21734174238763
rdmsr 0x619                ,24385916,21734174264287,21734198650203
rdmsr 0x19C                ,21964284,21734198694319,21734220658603
rdmsr 0x17                 ,22211067,21734220680448,21734242891515
sys_call_overhead_proc_read,66106466
sys_call_overhead_sys_read ,137086987
