name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13190690,36891530353738,36891543544428
mov eax ebx                ,31349,36891546648056,36891546679405
nop                        ,31341,36891549755684,36891549787025
rdmsr 0x611                ,54364570,36891552970980,36891607335550
rdmsr 0x639                ,53925755,36891607396640,36891661322395
rdmsr 0x641                ,33559631,36891661367681,36891694927312
rdmsr 0x619                ,24017532,36891694957530,36891718975062
rdmsr 0x19C                ,23169316,36891718996537,36891742165853
rdmsr 0x17                 ,23586055,36891742186482,36891765772537
sys_call_overhead_proc_read,66382492
sys_call_overhead_sys_read ,138518380
