name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13244802,35068299384054,35068312628856
mov eax ebx                ,31370,35068315812689,35068315844059
nop                        ,31339,35068318957019,35068318988358
rdmsr 0x611                ,54293720,35068322270696,35068376564416
rdmsr 0x639                ,52673299,35068376652753,35068429326052
rdmsr 0x641                ,31744152,35068429366119,35068461110271
rdmsr 0x619                ,23856929,35068461137323,35068484994252
rdmsr 0x19C                ,24440254,35068485032387,35068509472641
rdmsr 0x17                 ,24748602,35068509490142,35068534238744
sys_call_overhead_proc_read,69098277
sys_call_overhead_sys_read ,144489583
