name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13131795,51403852375427,51403865507222
mov eax ebx                ,31379,51403869047232,51403869078611
nop                        ,31346,51403872251388,51403872282734
rdmsr 0x611                ,55936851,51403875548056,51403931484907
rdmsr 0x639                ,55423995,51403931607593,51403987031588
rdmsr 0x641                ,34514576,51403987073509,51404021588085
rdmsr 0x619                ,24218671,51404021611669,51404045830340
rdmsr 0x19C                ,22862413,51404045854379,51404068716792
rdmsr 0x17                 ,23318244,51404068734673,51404092052917
sys_call_overhead_proc_read,66856118
sys_call_overhead_sys_read ,135546173
