name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13064024,24701745795510,24701758859534
mov eax ebx                ,31366,24701762215137,24701762246503
nop                        ,31353,24701765389169,24701765420522
rdmsr 0x611                ,53894600,24701768623896,24701822518496
rdmsr 0x639                ,53504940,24701822616795,24701876121735
rdmsr 0x641                ,47429169,24701876257971,24701923687140
rdmsr 0x619                ,56735566,24701923778551,24701980514117
rdmsr 0x19C                ,48220401,24701980585412,24702028805813
rdmsr 0x17                 ,28317502,24702028833531,24702057151033
sys_call_overhead_proc_read,65630540
sys_call_overhead_sys_read ,173911370
