name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13257957,32843326949295,32843340207252
mov eax ebx                ,31351,32843343603412,32843343634763
nop                        ,31349,32843346753157,32843346784506
rdmsr 0x611                ,56836021,32843350277798,32843407113819
rdmsr 0x639                ,50590714,32843407223760,32843457814474
rdmsr 0x641                ,29225137,32843457905694,32843487130831
rdmsr 0x619                ,22748896,32843487201094,32843509949990
rdmsr 0x19C                ,23797098,32843510022422,32843533819520
rdmsr 0x17                 ,31175862,32843534031089,32843565206951
sys_call_overhead_proc_read,89645927
sys_call_overhead_sys_read ,154378952
