name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,6517921,18394212043731,18394218561652
mov eax ebx                ,29182,18394220452703,18394220481885
nop                        ,29189,18394223251959,18394223281148
rdmsr 0x611                ,27353527,18394231237913,18394258591440
rdmsr 0x639                ,23916178,18394265979762,18394289895940
rdmsr 0x641                ,23383929,18394289961345,18394313345274
rdmsr 0x619                ,23262731,18394313394308,18394336657039
rdmsr 0x19C                ,23264841,18394336694058,18394359958899
rdmsr 0x17                 ,23568377,18394359995936,18394383564313
sys_call_overhead_proc_read,67385711
sys_call_overhead_sys_read ,136240718
