name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13177332,46540661094559,46540674271891
mov eax ebx                ,31349,46540677438916,46540677470265
nop                        ,31350,46540680560387,46540680591737
rdmsr 0x611                ,54297635,46540683755267,46540738052902
rdmsr 0x639                ,52431401,46540738178746,46540790610147
rdmsr 0x641                ,31948536,46540790651671,46540822600207
rdmsr 0x619                ,23657491,46540822620993,46540846278484
rdmsr 0x19C                ,23199189,46540846302639,46540869501828
rdmsr 0x17                 ,23271563,46540869526398,46540892797961
sys_call_overhead_proc_read,71514342
sys_call_overhead_sys_read ,145411809
