name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13187620,22096341822331,22096355009951
mov eax ebx                ,31370,22096358273329,22096358304699
nop                        ,31351,22096361316674,22096361348025
rdmsr 0x611                ,52975022,22096364486178,22096417461200
rdmsr 0x639                ,54115032,22096417579863,22096471694895
rdmsr 0x641                ,38083958,22096471757716,22096509841674
rdmsr 0x619                ,24696202,22096509869914,22096534566116
rdmsr 0x19C                ,22807062,22096534587618,22096557394680
rdmsr 0x17                 ,23074509,22096557415258,22096580489767
sys_call_overhead_proc_read,67334277
sys_call_overhead_sys_read ,141101762
