name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13085064,90591825370565,90591838455629
mov eax ebx                ,31340,90591841676058,90591841707398
nop                        ,31347,90591844871468,90591844902815
rdmsr 0x611                ,53869553,90591848144650,90591902014203
rdmsr 0x639                ,53427850,90591902144052,90591955571902
rdmsr 0x641                ,33000383,90591955619026,90591988619409
rdmsr 0x619                ,23511022,90591988649210,90592012160232
rdmsr 0x19C                ,22248007,90592012178725,90592034426732
rdmsr 0x17                 ,22549378,90592034444211,90592056993589
sys_call_overhead_proc_read,65045354
sys_call_overhead_sys_read ,179988631
