name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,7324725,95205262081282,95205269406007
mov eax ebx                ,19292,95205271781449,95205271800741
nop                        ,19294,95205273812335,95205273831629
rdmsr 0x611                ,44401257,95205275840879,95205320242136
rdmsr 0x639                ,49864326,95205320375129,95205370239455
rdmsr 0x641                ,51713824,95205370378588,95205422092412
rdmsr 0x619                ,55652378,95205422242486,95205477894864
rdmsr 0x19C                ,52867057,95205478054947,95205530922004
rdmsr 0x17                 ,53653778,95205531074070,95205584727848
sys_call_overhead_proc_read,114538576
sys_call_overhead_sys_read ,162612382
