name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13110926,110385325439397,110385338550323
mov eax ebx                ,31338,110385341719612,110385341750950
nop                        ,31349,110385344872412,110385344903761
rdmsr 0x611                ,56834753,110385348069830,110385404904583
rdmsr 0x639                ,51879493,110385405041325,110385456920818
rdmsr 0x641                ,30085527,110385456958161,110385487043688
rdmsr 0x619                ,24621530,110385487064824,110385511686354
rdmsr 0x19C                ,24965927,110385511711330,110385536677257
rdmsr 0x17                 ,25484171,110385536695339,110385562179510
sys_call_overhead_proc_read,64567967
sys_call_overhead_sys_read ,129207254
