name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,6666630,163185015922023,163185022588653
mov eax ebx                ,29187,163185035299008,163185035328195
nop                        ,28914,163185037077273,163185037106187
rdmsr 0x611                ,25518327,163185040234397,163185065752724
rdmsr 0x639                ,23192077,163185065832118,163185089024195
rdmsr 0x641                ,23080135,163185089064226,163185112144361
rdmsr 0x619                ,22973477,163185112181848,163185135155325
rdmsr 0x19C                ,22957152,163185135191364,163185158148516
rdmsr 0x17                 ,23588584,163185158185656,163185181774240
sys_call_overhead_proc_read,66895239
sys_call_overhead_sys_read ,138297969
