name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13266661,113955266797268,113955280063929
mov eax ebx                ,31351,113955283358859,113955283390210
nop                        ,31340,113955286546636,113955286577976
rdmsr 0x611                ,55745647,113955289803051,113955345548698
rdmsr 0x639                ,56648382,113955345639922,113955402288304
rdmsr 0x641                ,54823345,113955402340066,113955457163411
rdmsr 0x619                ,32412864,113955457199996,113955489612860
rdmsr 0x19C                ,25725583,113955489633152,113955515358735
rdmsr 0x17                 ,26539457,113955515378087,113955541917544
sys_call_overhead_proc_read,68510730
sys_call_overhead_sys_read ,149913362
