name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13038046,177049614524322,177049627562368
mov eax ebx                ,31348,177049630862186,177049630893534
nop                        ,31339,177049634137819,177049634169158
rdmsr 0x611                ,54361738,177049637550812,177049691912550
rdmsr 0x639                ,52536242,177049692035051,177049744571293
rdmsr 0x641                ,42633405,177049744681230,177049787314635
rdmsr 0x619                ,50058367,177049787413823,177049837472190
rdmsr 0x19C                ,51976635,177049837605059,177049889581694
rdmsr 0x17                 ,56953887,177049889728208,177049946682095
sys_call_overhead_proc_read,88040578
sys_call_overhead_sys_read ,160449951
