name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13067014,153091989478748,153092002545762
mov eax ebx                ,31359,153092005715148,153092005746507
nop                        ,31349,153092008868527,153092008899876
rdmsr 0x611                ,52954576,153092012083972,153092065038548
rdmsr 0x639                ,50897687,153092065168861,153092116066548
rdmsr 0x641                ,30146116,153092116113874,153092146259990
rdmsr 0x619                ,23415253,153092146291368,153092169706621
rdmsr 0x19C                ,23636564,153092169726939,153092193363503
rdmsr 0x17                 ,23834235,153092193387278,153092217221513
sys_call_overhead_proc_read,68225938
sys_call_overhead_sys_read ,142131475
