name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13278421,163523296196427,163523309474848
mov eax ebx                ,31350,163523312866152,163523312897502
nop                        ,31352,163523316422907,163523316454259
rdmsr 0x611                ,53212498,163523319901381,163523373113879
rdmsr 0x639                ,52885424,163523373406503,163523426291927
rdmsr 0x641                ,33561072,163523426375382,163523459936454
rdmsr 0x619                ,25184532,163523460025090,163523485209622
rdmsr 0x19C                ,27636768,163523485286368,163523512923136
rdmsr 0x17                 ,36468888,163523512978844,163523549447732
sys_call_overhead_proc_read,89027048
sys_call_overhead_sys_read ,159690687
