name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,11096407,56578412758892,56578423855299
mov eax ebx                ,31352,56578426847524,56578426878876
nop                        ,31374,56578430031691,56578430063065
rdmsr 0x611                ,56833093,56578433186322,56578490019415
rdmsr 0x639                ,56577296,56578490141782,56578546719078
rdmsr 0x641                ,37521650,56578546811158,56578584332808
rdmsr 0x619                ,25052722,56578584366731,56578609419453
rdmsr 0x19C                ,23208920,56578609437562,56578632646482
rdmsr 0x17                 ,23478689,56578632664165,56578656142854
sys_call_overhead_proc_read,64782448
sys_call_overhead_sys_read ,138613627
