name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13270563,68411096328582,68411109599145
mov eax ebx                ,72013,68411113067058,68411113139071
nop                        ,31347,68411116825804,68411116857151
rdmsr 0x611                ,56112946,68411120299440,68411176412386
rdmsr 0x639                ,44127903,68411176553199,68411220681102
rdmsr 0x641                ,27519149,68411220774253,68411248293402
rdmsr 0x619                ,30479355,68411248415251,68411278894606
rdmsr 0x19C                ,50564041,68411279007928,68411329571969
rdmsr 0x17                 ,53261016,68411329712511,68411382973527
sys_call_overhead_proc_read,93290321
sys_call_overhead_sys_read ,158246914
