name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,5825263,183260766184446,183260772009709
mov eax ebx                ,13204,183260773414348,183260773427552
nop                        ,13199,183260774744900,183260774758099
rdmsr 0x611                ,26942841,183260776165386,183260803108227
rdmsr 0x639                ,30127818,183260803166980,183260833294798
rdmsr 0x641                ,30118626,183260833324618,183260863443244
rdmsr 0x619                ,29716558,183260863490291,183260893206849
rdmsr 0x19C                ,28079928,183260893298597,183260921378525
rdmsr 0x17                 ,32637734,183260921405080,183260954042814
sys_call_overhead_proc_read,108166259
sys_call_overhead_sys_read ,147758148
