name                       ,overhead(ns * 100000_Calls),ts0(ns),ts1(ns)
cpuid 0x1 0                ,13233846,52076720010673,52076733244519
mov eax ebx                ,31352,52076736579677,52076736611029
nop                        ,31341,52076739678618,52076739709959
rdmsr 0x611                ,56635565,52076742869480,52076799505045
rdmsr 0x639                ,56729696,52076799635332,52076856365028
rdmsr 0x641                ,35219007,52076856428437,52076891647444
rdmsr 0x619                ,24550312,52076891671583,52076916221895
rdmsr 0x19C                ,23244560,52076916239940,52076939484500
rdmsr 0x17                 ,23520207,52076939507974,52076963028181
sys_call_overhead_proc_read,69827881
sys_call_overhead_sys_read ,140489395
